,Datetime,Tweet Id,original_text,id_x,id_y,name,place_type,full_name,country,bounding_box,centroid
811,2022-05-03 08:25:37+00:00,1521405606384578560,"Fruits, fruit juice, and vitamin C can affect Artemisinin-based antimalarials e.g. Artesunate, Artemether, Lonart and Coartem.

They make the antimalarials ineffective which means your malaria treatment will not work.

Share this information because many people don't know this.",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
810,2022-05-03 09:03:54+00:00,1521415242483445760,"You dey advertise your business, you dey use Snapchat flitter. Ment or Malaria. https://t.co/lMJLa4VTE0",012d63e97ff5a7b5,012d63e97ff5a7b5,Jos,city,"Jos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8337107, 9.8581086], [8.8337107, 9.9674885], [8.9389277, 9.9674885], [8.9389277, 9.8581086], [8.8337107, 9.8581086]]]}","[8.90206789603855, 9.91277745]"
802,2022-05-04 04:59:26+00:00,1521716105752031232,"This tweet is the meaning of NIGERIANS are not okay and totally shameless about getting themselves happy ❗️🇳🇬🇳🇬🇳🇬🇳🇬😂😂😂😂

If ment or malaria was a tweet? https://t.co/Ip7Hpsvtiy",01bf1aac77e502ac,01bf1aac77e502ac,Oba-Ile,city,"Oba-Ile, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.2370892, 7.245917], [5.2370892, 7.2701692], [5.2686318, 7.2701692], [5.2686318, 7.245917], [5.2370892, 7.245917]]]}","[5.254978390626137, 7.258024750000001]"
798,2022-05-04 07:22:12+00:00,1521752034420137985,"Na who dey alive and healthy deh become billionaire o! 

Take care of yourself. Health is truly wealth. Malaria showed me pepper for a few days and God forbid I neglect my health or put some work above it again. 

Feels great to be back
#dekunlecaleb #decanuggets #thespeakrr https://t.co/7IWmf2BA5q",00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
796,2022-05-04 09:10:59+00:00,1521779409996464128,"Did you Know?
Nigeria accounts for one-quarter of malaria cases in Africa and there are more deaths caused by malaria in Nigeria than in any other country.  🤔#malaria",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
794,2022-05-04 12:16:10+00:00,1521826014334267393,Some malaria medications are very strong that you still feel weak hours after it wears off.,0008cb6457ff0b55,0008cb6457ff0b55,Port Harcourt,city,"Port Harcourt, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9380658, 4.7337699], [6.9380658, 4.9154902], [7.1244854, 4.9154902], [7.1244854, 4.7337699], [6.9380658, 4.7337699]]]}","[7.01751959342015, 4.82465265]"
793,2022-05-04 13:51:26+00:00,1521849988216766464,"Testimony: Our Worship team director, Bro Fabian Edem @edemv Wins The West African Note-E For Tb, Aids And Malaria-3 Fellowship Award.

We thank God for the Testimony and return all glory to Him 🙏

#NCCAgodiYouthChurch #testimony #tuberculosis https://t.co/bM1o8TBxnf",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
792,2022-05-04 16:41:15+00:00,1521892723959209986,That is why there is mosquito everywhere in Rivers State ! Malaria treatment back to back! I am not sure I will stop tweeting about this dear @riversstategov,01ca6d740243aa31,01ca6d740243aa31,Rivers,admin,"Rivers, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.351687, 4.3176116], [6.351687, 5.7275834], [7.5957889, 5.7275834], [7.5957889, 4.3176116], [6.351687, 4.3176116]]]}","[6.831420614697573, 5.022698350000001]"
791,2022-05-04 19:45:08+00:00,1521939000797417472,Is This Malaria Brewing Or What's Happening,006c6743642cb09c,006c6743642cb09c,Kaduna,city,"Kaduna, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3566227, 10.4252617], [7.3566227, 10.5972283], [7.4880222, 10.5972283], [7.4880222, 10.4252617], [7.3566227, 10.4252617]]]}","[7.423609391847825, 10.5112406]"
971,2022-05-05 08:37:01+00:00,1522133251728580608,"Typhoid/Malaria cannot hold me Ransom. 

I must write code today 😑⌨️",012d63e97ff5a7b5,012d63e97ff5a7b5,Jos,city,"Jos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8337107, 9.8581086], [8.8337107, 9.9674885], [8.9389277, 9.9674885], [8.9389277, 9.8581086], [8.8337107, 9.8581086]]]}","[8.90206789603855, 9.91277745]"
966,2022-05-05 13:08:50+00:00,1522201655000846336,"Here's how you are making yourself a mosquito magnet? 

Read this thread to find out more👇
#Malaria #Facts https://t.co/bCxh1rZhD1",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
963,2022-05-05 15:38:47+00:00,1522239391405682690,So na hunger dey wipe me wey I think say na malaria 😩😂,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
961,2022-05-05 18:24:26+00:00,1522281078001704962,"Aswear malaria de this man body, see him eyes na 🏃🏿‍♀️🏃🏿‍♀️🏃🏿‍♀️ 😂😂😂😂

If you laugh ehh 🤫🤫🤫 https://t.co/q4bOBXVSto",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
957,2022-05-06 15:14:56+00:00,1522595776165302273,"Zero Malaria starts with me
@ACOMINNigeria 
@GlobalFund @ForFoce 
@benmaina82 
@RechdiNg @Iliya_Kure @GombeSdgs @bbchausa @bridge_thatgap @daily_trust @johnonyeukwu https://t.co/cQ9KUKTwJZ",07d9e256ef083000,07d9e256ef083000,Gombe,poi,Gombe,Nigeria,"{'type': 'Polygon', 'coordinates': [[[11.17655965495115, 10.284925781426871], [11.17655965495115, 10.284925781426871], [11.17655965495115, 10.284925781426871], [11.17655965495115, 10.284925781426871], [11.17655965495115, 10.284925781426871]]]}","[11.17655965495115, 10.284925781426871]"
951,2022-05-06 22:28:48+00:00,1522704964346589184,"Battling with malaria and this mosquito just bit me.. 

When it rains it pours huh!",01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
948,2022-05-07 06:08:35+00:00,1522820670043873280,You want the same attention I give someone that sends me money? Ment or Malaria 😂,01cba65c41c20b24,01cba65c41c20b24,Ilorin,city,"Ilorin, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.4752509, 8.4145568], [4.4752509, 8.5453022], [4.6252965, 8.5453022], [4.6252965, 8.4145568], [4.4752509, 8.4145568]]]}","[4.559020728369256, 8.48001865]"
946,2022-05-07 09:33:13+00:00,1522872171541975040,Why are you giving folic acid to someone with malaria... https://t.co/kLBvFdV4ih,013e845e2be6b2c1,013e845e2be6b2c1,Otta,city,"Otta, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.1457515, 6.6488815], [3.1457515, 6.7392152], [3.2680848, 6.7392152], [3.2680848, 6.6488815], [3.1457515, 6.6488815]]]}","[3.2144913566616555, 6.6940574]"
945,2022-05-07 12:54:54+00:00,1522922924893741056,"🙅🏾‍♀Don't self medicate for just  N3999, you can test,treat and prevent Malaria 

Say NO! To Malaria with the Onehealthng Kit
 Click on👉🏼 https://t.co/fSS33N15fi  to get yours today🛒

#malaria #malariamustdie #malariafree #malariacontrol https://t.co/VARUnDu6M0",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
944,2022-05-07 13:50:11+00:00,1522936837785927681,"Ran out of bars and needed to power to work…. Zoom zoom zoom to the Gen and whola…(it was coughing, though it was malaria (the usual plug issues) but we changed it to a new on yesterday, though my brother was playing so I went to see for myself 😭😭😭😭😭. https://t.co/7fQugFjGv6",013e845e2be6b2c1,013e845e2be6b2c1,Otta,city,"Otta, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.1457515, 6.6488815], [3.1457515, 6.7392152], [3.2680848, 6.7392152], [3.2680848, 6.6488815], [3.1457515, 6.6488815]]]}","[3.2144913566616555, 6.6940574]"
942,2022-05-07 15:00:19+00:00,1522954485735346176,Why do AA genotype suffer malaria like this 😔😔😔,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
940,2022-05-07 22:30:50+00:00,1523067862851923968,"My Manchester united  friend is very ill, the wife called to report him to me. When I called him, man said today's disappointment brought out the malaria in him, Omo manU fans are going through alot tonight. #ManUnited #ManUtd #BRIMUN https://t.co/ghwyrAPa1E",01a582b4273df745,01a582b4273df745,Igbaga,city,"Igbaga, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.5756465, 6.6785282], [3.5756465, 6.6815408], [3.5787069, 6.6815408], [3.5787069, 6.6785282], [3.5756465, 6.6785282]]]}","[3.577175670348847, 6.6800903]"
935,2022-05-08 10:49:09+00:00,1523253666811191297,"I'm a testimony
Malaria couldn't stop me,I rise stronger🔥🔥🔥
I have overcome by the blood of the lamb and by the words of my testimony 💃🏽💃🏽 https://t.co/M5DEuy5r3X",07d9d72674484001,07d9d72674484001,Bariga,poi,Bariga,Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.401648127185021, 6.542198464119346], [3.401648127185021, 6.542198464119346], [3.401648127185021, 6.542198464119346], [3.401648127185021, 6.542198464119346], [3.401648127185021, 6.542198464119346]]]}","[3.401648127185021, 6.542198464119346]"
930,2022-05-08 18:04:41+00:00,1523363271859875840,"No lies, I thought I was going to die of body itching that night just because I was given an injection for malaria 😭 https://t.co/ElxfknKGf2",00ca9b5f2815df55,00ca9b5f2815df55,Iju,city,"Iju, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.1601402, 6.7102472], [3.1601402, 6.7251887], [3.1727199, 6.7251887], [3.1727199, 6.7102472], [3.1601402, 6.7102472]]]}","[3.167100233439103, 6.7178202]"
928,2022-05-08 23:19:16+00:00,1523442438290911233,"After finishing this malaria drug, this headache still doesn't want to go 😩🤦🏿‍♀️",00b9e9d424c885ed,00b9e9d424c885ed,Ile-Oluji,city,"Ile-Oluji, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.857448, 7.1728851], [4.857448, 7.2338586], [4.8796965, 7.2338586], [4.8796965, 7.1728851], [4.857448, 7.1728851]]]}","[4.866495270591479, 7.20309285]"
927,2022-05-09 00:34:21+00:00,1523461334934835200,Small malaria and I’ve lost 3kg🤭,01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
921,2022-05-09 20:08:01+00:00,1523756698003177472,"I use my money buy phone 
Auto correct Dey correct my English 😡😡😡

Ment or Malaria 🙄🙄😂",00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
919,2022-05-09 22:21:18+00:00,1523790237872181248,You want the same attention I give someone that sends me money? Ment or Malaria 😂,01cba65c41c20b24,01cba65c41c20b24,Ilorin,city,"Ilorin, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.4752509, 8.4145568], [4.4752509, 8.5453022], [4.6252965, 8.5453022], [4.6252965, 8.4145568], [4.4752509, 8.4145568]]]}","[4.559020728369256, 8.48001865]"
916,2022-05-10 06:50:07+00:00,1523918288912367619,Flow is sicker than malaria.,016866085b3a225b,016866085b3a225b,Karu,city,"Karu, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.550692, 8.9793214], [7.550692, 9.0480071], [7.6099878, 9.0480071], [7.6099878, 8.9793214], [7.550692, 8.9793214]]]}","[7.58318769751226, 9.0145141]"
915,2022-05-10 07:09:31+00:00,1523923170545262592,"Half of the world’s population lives in areas at risk of malaria, and approximately 241 million people became infected in 2020.

How much do you know about the disease? Test your knowledge now
@m_yayanko  @UbaSaniMedia_  @hackyayandy  @Connected_dev @PhilipYatai @KadunaMOH https://t.co/xc27CwUBIX",007084dc4dd36834,007084dc4dd36834,Kafanchan,city,"Kafanchan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.26986, 9.5585526], [8.26986, 9.6059691], [8.3348911, 9.6059691], [8.3348911, 9.5585526], [8.26986, 9.5585526]]]}","[8.30011331860526, 9.58165465]"
892,2022-05-11 22:24:55+00:00,1524515925428473856,Typhoid or Malaria? https://t.co/z3bSmbknnm,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1038,2022-05-12 13:05:07+00:00,1524737434575151105,One of the best comedian on twitter....The comments under his tweets can actually cure malaria😃😃 https://t.co/3uTLpIbYWU,01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
1033,2022-05-13 07:57:54+00:00,1525022507983679493,"Dangers of Self Medication. 

You wonder why you take malaria drugs and few days after you're having same symptoms.
Find out why? There's a need to always test before you treat. 

GET TESTED BEFORE TREATMENT. 

Call us on 09062444305 
#AbujaTwitterCommunity #healthcare #Medical https://t.co/EWWV2QU5s2",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1024,2022-05-14 09:33:43+00:00,1525409012338114560,"Na only @erigganewmoney fit cure this malaria 🤧🎧💨

#Erigga https://t.co/unRhYTbA8u",01365f55759c96e3,01365f55759c96e3,Bayelsa,admin,"Bayelsa, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.3763849, 4.2696685], [5.3763849, 5.4163688], [6.6254268, 5.4163688], [6.6254268, 4.2696685], [5.3763849, 4.2696685]]]}","[5.920395964256946, 4.84330825]"
1018,2022-05-14 19:04:31+00:00,1525552655682215937,Tired of malaria.,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1015,2022-05-14 19:47:00+00:00,1525563349571887104,Be like na only me get malaria this period,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1012,2022-05-14 22:36:14+00:00,1525605938492743681,Malaria vs typing test😏,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1011,2022-05-15 09:34:37+00:00,1525771623491584000,It was renamed to Malaria back. https://t.co/zji0YuQQAy,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1010,2022-05-15 11:47:52+00:00,1525805156696195072,Please treat malaria urgently. https://t.co/o9p6cA1dtG,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1008,2022-05-15 16:51:12+00:00,1525881496061497354,Malaria is the worst tbh 🤕,0110a96f54275214,0110a96f54275214,Lafia,city,"Lafia, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4906813, 8.4807268], [8.4906813, 8.5397502], [8.530913, 8.5397502], [8.530913, 8.4807268], [8.4906813, 8.4807268]]]}","[8.512615036931242, 8.509753199999999]"
1007,2022-05-15 20:13:20+00:00,1525932361740853251,My Body and Malaria 🤦🏽‍♂️ https://t.co/Nt5BTv3jU2,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1005,2022-05-15 21:23:26+00:00,1525950003998601223,I hate Malaria drugs Man,01de9ba25276e740,01de9ba25276e740,Gombe,city,"Gombe, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[11.1295462, 10.2470039], [11.1295462, 10.335417], [11.2259573, 10.335417], [11.2259573, 10.2470039], [11.1295462, 10.2470039]]]}","[11.167670034137434, 10.29129185]"
1004,2022-05-15 21:47:23+00:00,1525956030861037569,Malaria meds be making me act like mumu... I don’t like this feeling of helplessness,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1002,2022-05-16 14:19:45+00:00,1526205768227295232,How can I be this cold by this time 🥹🥹🥹 Malaria ffs 🤦‍♂️,0110a96f54275214,0110a96f54275214,Lafia,city,"Lafia, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4906813, 8.4807268], [8.4906813, 8.5397502], [8.530913, 8.5397502], [8.530913, 8.4807268], [8.4906813, 8.4807268]]]}","[8.512615036931242, 8.509753199999999]"
1001,2022-05-16 18:14:38+00:00,1526264879853752320,AA as a genotype is overrated fgs. The malaria it comes with is not funny 🤕🤕🤕🤕😭😭😭😭😭,0110a96f54275214,0110a96f54275214,Lafia,city,"Lafia, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.4906813, 8.4807268], [8.4906813, 8.5397502], [8.530913, 8.5397502], [8.530913, 8.4807268], [8.4906813, 8.4807268]]]}","[8.512615036931242, 8.509753199999999]"
999,2022-05-16 19:48:05+00:00,1526288398377426945,"😩😩😩 after 6 months, I am seeing symptoms of this wicked malaria again😭😭😭😭 I cannot take care of myself o, I wantu go home",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
996,2022-05-17 11:04:42+00:00,1526519069691846656,"The way God miraculously healed my Ulcer, he will do this malaria 🥹
My blood tastes coartem 🥹",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
978,2022-05-18 16:14:21+00:00,1526959384173109248,"You're a freelancer and you're using iPhone, shey nah ment abi nah malaria?😒😒🙄",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
972,2022-05-19 07:40:16+00:00,1527192397481902081,Sebi kani mori 1plate of peppersoup and Hollandia yoghurt this malaria for go😩,0055ea705376dd79,0055ea705376dd79,Niger,admin,"Niger, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.5593755, 8.1870394], [3.5593755, 11.3700461], [7.3785737, 11.3700461], [7.3785737, 8.1870394], [3.5593755, 8.1870394]]]}","[5.747769806694386, 9.77857225]"
1120,2022-05-19 11:45:40+00:00,1527254156108611584,You stopped or you’re on malaria drugs?? https://t.co/8mtOPQSXI6,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1113,2022-05-19 17:29:00+00:00,1527340558955343872,This malaria should just disappear before tomorrow,005b1ca97c765852,005b1ca97c765852,Ekiti,admin,"Ekiti, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.9164538, 7.3017409], [4.9164538, 8.1112402], [5.8150167, 8.1112402], [5.8150167, 7.3017409], [4.9164538, 7.3017409]]]}","[5.307774110562414, 7.70543835]"
1111,2022-05-20 08:13:32+00:00,1527563157144748032,"Malaria could not let do much since past 4 days. But glory be to God I'm back on my feet. Ẹyin  ọmọ Tarmac, oga yín tí de o",0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
1108,2022-05-20 19:02:55+00:00,1527726582969864193,Its cheaper to eradicate malaria that to treat it but that discussion is for another day,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1107,2022-05-20 20:24:14+00:00,1527747045704011781,I see pepper this week. Malaria no be anybody mate,00ec3e5000e62f5d,00ec3e5000e62f5d,Gamajigo,city,"Gamajigo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.83545, 9.9610863], [8.83545, 9.9928517], [8.863813, 9.9928517], [8.863813, 9.9610863], [8.83545, 9.9610863]]]}","[8.848678459011772, 9.97685675]"
1104,2022-05-21 12:16:20+00:00,1527986648549580801,"I’m not done with malaria, I’m already feeling sick for another different thing 🥺",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1103,2022-05-21 14:28:28+00:00,1528019903176908811,"Genotype AA
Best in malaria 😫",01cba65c41c20b24,01cba65c41c20b24,Ilorin,city,"Ilorin, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.4752509, 8.4145568], [4.4752509, 8.5453022], [4.6252965, 8.5453022], [4.6252965, 8.4145568], [4.4752509, 8.4145568]]]}","[4.559020728369256, 8.48001865]"
